security_key,code,name,cornerstone_names,cornerstone_investor_count,cornerstone_amount_hkd,cornerstone_ratio,cornerstone_lockup_months,cornerstone_lockup_end_date,cornerstone_quality_tags,industry,source_files
2582.HK,2582.HK,国富氢能,嘉兴智芯氢装股权投资合伙企业(有限合伙)；香港前沿碳中禾有限公司；悦创新能源香港有限公司,3,317966586.0,0.8072,6.0,2025-05-15,产业方,电气部件与设备,港股IPO基石投资者.csv
2585.HK,2585.HK,梦金园,天津海泰资本投资管理有限公司；Matrix Capital Limited；Bright Ambition International Limited；Solid Elegance International (Hong Kong) Limited；Swift Grace (Hong Kong) Limited,5,211878421.0,0.3977,6.0,2025-05-29,产业方；长线基金,其他专卖店,港股IPO基石投资者.csv
2586.HK,2586.HK,多点数智,DFI Development Holdings Limited,1,304063650.0,0.39049999999999996,6.0,2025-06-06,,互动媒体与服务,港股IPO基石投资者.csv
2587.HK,2587.HK,健康之路,横琴产业投资基金,1,99894600.0,0.5123,6.0,2025-06-30,产业方；长线基金,信息科技咨询与其它服务,港股IPO基石投资者.csv
2589.HK,2589.HK,沪上阿姨,盈峰控股(香港)有限公司；华置贸易有限公司,2,9215543.0,0.2597,6.0,2025-11-08,产业方,软饮料与不含酒精饮料,港股IPO基石投资者.csv
2590.HK,2590.HK,极智嘉-W,雄安智能机器人有限公司；Arc Avenue Asset Management Pte. Ltd.；Eastspring Investments (Singapore) Limited；香港亿格有限公司,4,716727640.0,0.2643,6.0,2026-01-09,长线基金,综合支持服务,港股IPO基石投资者.csv
2591.HK,2591.HK,银诺医药-B,骏升环球有限公司；Ginkgo Capital Global Fund SPC-XtalPi AI Fund SP；迈富时管理有限公司；邓海峰；黎慧凤,5,78300000.0,0.11499999999999999,9.0,2026-05-15,长线基金；上市公司关联,制药,港股IPO基石投资者.csv
2592.HK,2592.HK,拨康视云-B,富策控股有限公司；The Reynold Lemkins Group (Asia) Limited,2,178972000.0,0.2925,6.0,2026-01-03,产业方,生物科技,港股IPO基石投资者.csv
2593.HK,2593.HK,草姬集团,Water Live Wealth Limited；Vital Message Medical Health Care Centre Limited；袁子豪,3,27996000.0,0.224,6.0,2025-06-19,产业方,医疗保健用品,港股IPO基石投资者.csv
2595.HK,2595.HK,劲方医药-B,"TruMed Health Innovation Fund LP；中信证券国际资本管理有限公司；UBS Asset Management (Singapore) Ltd；Vivo Opportunity Fund Holdings, L.P.；汇添富资产管理(香港)有限公司；富国基金管理有限公司；RTW Master Fund, Ltd；RTW Innovation Master Fund, Ltd；OrbiMed Genesis Master Fund, L.P；OrbiMed Partners Master Fund Limited；LBC HK Opportunity Fund Limited；Lake Bleu Prime Healthcare Master Fund Limited；The Biotech Growth Trust PLC；Lake Bleu Innovation Healthcare Master Fund Limited；汇添富基金管理股份有限公司；富国资产管理(香港)有限公司；TruMed Healthcare Master Fund；Vivo Opportunity Cayman Fund, L.P；RTW Biotech Opportunities Ltd",19,779630000.0060002,0.42850000000000005,6.0,2026-03-19,产业方；长线基金；主权/国资；上市公司关联,制药,港股IPO基石投资者.csv
2597.HK,2597.HK,讯众通信,通州国际发展有限公司,1,129490575.0,0.3139,6.0,2026-01-09,产业方；主权/国资,互联网服务和基础设施,港股IPO基石投资者.csv
2598.HK,2598.HK,连连数字,杭州高新创业投资有限公司；杭州城投产业发展投资合伙企业(有限合伙),2,364782460.0,0.5552,6.0,2024-09-28,产业方；长线基金；主权/国资,交易与支付处理服务,港股IPO基石投资者.csv
2603.HK,2603.HK,吉宏股份,沈臻宇；昱龙国际资本有限公司；Timber Kangaroo Capital Limited,3,155443200.0,0.298,6.0,2025-11-27,长线基金；上市公司关联,经销商,港股IPO基石投资者.csv
2609.HK,2609.HK,佰泽医疗,Harvest Oriental SP,1,149041116.0,0.26530000000000004,6.0,2025-12-23,长线基金,保健护理机构,港股IPO基石投资者.csv
2610.HK,2610.HK,南山铝业国际,香港拓威贸易有限公司；Glencore International AG；瑞中国际工业设备(香港)有限公司；PT Indika Energy Tbk.,4,934630000.0,0.39830000000000004,6.0,2025-09-25,产业方；上市公司关联,铝,港股IPO基石投资者.csv
2613.HK,2613.HK,汇舸环保,Harvest International Premium Value (Secondary Market) Fund SPC,1,77688000.0,0.2443,6.0,2025-07-09,长线基金,海港与服务,港股IPO基石投资者.csv
2617.HK,2617.HK,药捷安康-B,江北医药科技(香港)有限公司；华盛敦行有限公司；药石地平线资本有限公司；科瓴安(香港)科技有限公司；康方生物科技(开曼)有限公司,5,128528100.0,0.6396999999999999,6.0,2025-12-23,产业方；长线基金；主权/国资；上市公司关联,制药,港股IPO基石投资者.csv
2619.HK,2619.HK,香江电器,湖北顺捷投资(香港)有限公司；香港兴黄控股有限公司；香港云星科技贸易管理有限公司,3,86715200.0,0.44,60.0,2030-06-25,产业方；主权/国资,家用电器,港股IPO基石投资者.csv
2621.HK,2621.HK,手回集团,海泰(香港)有限公司；韬越实业有限公司,2,49055296.0,0.2493,6.0,2025-11-30,产业方；长线基金；主权/国资；上市公司关联,保险经纪商,港股IPO基石投资者.csv
2625.HK,2625.HK,江苏宏信,Top Legend SPC,1,39000000.0,0.2883,6.0,2025-09-30,长线基金,日常消费品零售,港股IPO基石投资者.csv
2627.HK,2627.HK,中慧生物-B,嘉兴鑫扬及华泰资本投资,1,102034400.0,0.23420000000000002,6.0,2026-02-11,产业方；长线基金；上市公司关联,制药,港股IPO基石投资者.csv
2629.HK,2629.HK,MIRXES-B,北京浔瑞企业管理合伙企业(有限合伙)；Evergreen Gate Limited,2,449373120.0,0.4137,9.0,2026-02-23,产业方；长线基金；主权/国资；上市公司关联,生物科技,港股IPO基石投资者.csv
2631.HK,2631.HK,天岳先进,国能环保投资集团有限公司；未来资产证券(香港)有限公司；山金资产管理(香港)有限公司；和而泰智能控制国际有限公司；兰坤,5,740240200.0,0.3622000000000001,6.0,2026-02-20,产业方；长线基金；主权/国资,半导体产品,港股IPO基石投资者.csv
2632.HK,2632.HK,泽景股份,盈科壹号(香港)有限公司；香港高精尖产业(北京)发展投资有限公司,2,109947500.0,0.1533,6.0,2026-09-24,产业方；长线基金；主权/国资,电子设备和仪器,港股IPO基石投资者.csv
2637.HK,2637.HK,海西新药,Harvest Oriental SP,1,171221600.0,0.1723,6.0,2026-04-20,长线基金,制药,港股IPO基石投资者.csv
2643.HK,2643.HK,曹操出行,未来资产证券(香港)有限公司；无极资本管理有限公司；国轩高科(香港)有限公司；Mercedes-Benz Mobility Services GmbH；亿纬亚洲有限公司；RoboSense HongKong Limited,6,951620000.0,0.5125200000000001,6.0,2025-12-25,长线基金；上市公司关联,应用软件,港股IPO基石投资者.csv
2648.HK,2648.HK,安井食品,"景林资产管理香港有限公司；上海景林及华泰资本投资；HT Investment Limited；Qube Research & Technologies Hong Kong Limited及QRT HK的若干联属公司；NonaVerse (Hong Kong) Limited；FCP Domains Co., Ltd.",6,706428000.0,0.2943,6.0,2026-01-04,长线基金；上市公司关联,食品分销商,港股IPO基石投资者.csv
2655.HK,2655.HK,果下科技,惠开香港经济发展有限公司；雾淞资本有限公司；Dream’ee (Hong Kong) Open-ended Fund Company,3,74250000.0,0.09490000000000001,6.0,2026-06-16,长线基金；主权/国资,重型电气设备,港股IPO基石投资者.csv
2657.HK,2657.HK,林清轩,"Fidelity China Special Situations PLC、China Consumer、China Innovation及若干其他第三方基金；Mega Prime Development Limited；Duckling Fund, L.P.；正心谷资本；Syner Success Capital Ltd.；大家人寿保险股份有限公司；Yield Royal Investment Holding (Singapore) PTE. LTD.",7,482557780.0,0.4443,6.0,2026-06-30,产业方；长线基金,个人护理用品,港股IPO基石投资者.csv
2658.HK,2658.HK,天域半导体,广东原始森林私募证券投资管理有限公司及广发全球资本有限公司；Glory Ocean Innovation Limited,2,161521300.0,0.0926,6.0,2026-06-05,上市公司关联,半导体产品,港股IPO基石投资者.csv
2659.HK,2659.HK,宝济药业-B,安科生物(香港)有限公司；Derivatives China Alpha Fund SPC；国泰君安证券投资(香港)有限公司,3,200596158.0,0.20059999999999997,6.0,2026-06-10,产业方；长线基金；上市公司关联,制药,港股IPO基石投资者.csv
2661.HK,2661.HK,轻松健康,广东横琴粤澳深度合作区澳琴合鸣投资合伙企业(有限合伙),1,108904824.0,0.1809,6.0,2026-06-23,长线基金,保险经纪商,港股IPO基石投资者.csv
2671.HK,2671.HK,美联股份,"Logic Selective Value Investment Funds SPC；彩云控股有限公司；Tiny Jade Holdings (HK) Co., Limited；吴兴华",4,51500000.0,0.2949,6.0,2026-06-30,产业方；长线基金；主权/国资；上市公司关联,建筑与工程,港股IPO基石投资者.csv
2675.HK,2675.HK,精锋医疗-B,"Abu Dhabi Investment Authority；OrbiMed Genesis Master Fund, L.P.；UBS Asset Management (Singapore) Ltd.；Huang River Investment Limited；China Alpha Fund Management (HK) Limited；LYFE Capital Fund IV (Dragon), L.P.；华夏基金(香港)有限公司；盘京港景投资基金；Tekful Limited；Infini Global Master Fund；Poly Platinum Enterprises Limited；Integrated Core Strategies (Asia) Pte. Ltd.；Sage Partners Master Fund；Mega Prime Development Limited",14,583506504.0,0.4872000000000001,6.0,2026-07-08,产业方；长线基金；主权/国资；上市公司关联,医疗保健设备,港股IPO基石投资者.csv
2676.HK,2676.HK,纳芯微,元禾纳芯国际有限公司；Perseverance Asset Management International (Singapore) Pte. Ltd.；香港好易得国际有限公司；3W Fund Management Limited；Golden Link Worldwide Limited；Dream’ee (Hong Kong) Open-ended Fund Company；Green Better Limited,7,1089031200.0,0.4924,6.0,2026-06-08,产业方；长线基金；上市公司关联,半导体产品,港股IPO基石投资者.csv
2677.HK,2677.HK,卓正医疗,Health Vision Hong Kong Limited；金域检验(香港)有限公司；明略科技；Galaxy Dynasty Limited,4,90787400.0,0.3159,6.0,2026-08-06,产业方；上市公司关联,保健护理机构,港股IPO基石投资者.csv
2692.HK,2692.HK,兆威机电,"HHLR Advisors, Ltd.；Perseverance Asset Management International (Singapore) Pte. Ltd.；Mirae Asset Securities (HK) Limited；苏州太湖金谷建设发展有限公司；Oakwise Growth Fund SPC – Global Select Opportunities Fund SP；拓斯达环球集团有限公司；双城资本及建投(海外)投资有限公司；W Investment Company Limited；Da Cheng International Asset Management Company Limited；罗杰；JUMP TRADING PACIFIC PTE. LTD.；广发国际资产管理有限公司；BeingBoom Capital Limited；何茂灵；恒邦及中国银河国际投资有限公司；RIME Capital Limited；万源资本有限公司；CMBC INTERNATIONAL INVESTMENT (HK) LIMITED；联域集团有限公司；VVC Technology Fund Ltd.；Factorial Master Fund",21,651549096.0,0.34169999999999995,6.0,2026-09-09,产业方；长线基金；上市公司关联,汽车零件与设备,港股IPO基石投资者.csv
2693.HK,2693.HK,金岩高岭新材,平煤神马(香港)国际投资有限公司；香港创力赢泰投资有限公司；香港金源工贸有限公司；德高矿山科技有限公司,4,76219300.0,0.42969999999999997,6.0,2026-06-03,产业方；主权/国资,多种金属与采矿,港股IPO基石投资者.csv
2698.HK,2698.HK,乐舒适,"Arc Avenue Asset Management Pte. Ltd.；BA Sprout Limited；北京顺澳商务信息咨询合伙企业(有限合伙)；CDH Emerging Markets Fund II, L.P.；HCEP Management Limited；Arcane Nexus Limited；南方基金管理股份有限公司；易方达基金管理有限公司；富国基金管理有限公司；NEWTRAILS FOREST L.P.；Charisma Mega Limited；启汇润金(青岛)私募股权投资基金合伙企业(有限合伙)；Jane Street Asia Trading Limited；BA HM Limited；华夏基金(香港)有限公司；TruMed Health Innovation Fund LP；NewTrails Capital L.P；富国资产管理(香港)有限公司；易方达资产管理(香港)有限公司；TruMed Healthcare Master Fund",20,1079633880.0,0.4531,6.0,2026-05-10,产业方；长线基金；主权/国资；上市公司关联,居家用品,港股IPO基石投资者.csv
2701.HK,2701.HK,国民技术,国华人寿保险股份有限公司；Harvest Oriental II SP；戴婉琴；安江波；欣旺达财资(香港)有限公司,5,140000000.0,0.137,6.0,2026-09-23,产业方；长线基金；上市公司关联,电子元件,港股IPO基石投资者.csv
2706.HK,2706.HK,海致科技集团,JSC International Investment Fund SPC；JINGSHENG HENGXING TECHNOLOGY PTE. LTD.；Mega Prime Development Limited；Infini Global Master Fund,4,116959500.0,0.1536,11.0,2027-01-13,长线基金；主权/国资；上市公司关联,信息科技咨询与其它服务,港股IPO基石投资者.csv
2714.HK,2714.HK,牧原股份,Charoen Pokphand Foods Public Company Limited；富达基金(香港)有限公司；中化香港(集团)有限公司；香港豫农国际有限公司；Wii Pte. Ltd.；Perseverance Asset Management International (Singapore) Pte. Ltd.；大家人寿保险股份有限公司；中国平安人寿保险股份有限公司；加皇环球资产管理(亚洲)有限公司；美的发展控股(BVI)有限公司；上海高毅资产管理合伙企业(有限合伙)及华泰资本投资有限公司；HPRY Holdings Limited；UBS Asset Management (Singapore) Ltd.；Millennium Capital Management (Singapore) Pte. Ltd.；Jane Street Asia Trading Limited,15,5341959570.055999,0.4999999999999999,6.0,2026-08-06,产业方；长线基金；主权/国资；上市公司关联,包装食品与肉类,港股IPO基石投资者.csv
2715.HK,2715.HK,埃斯顿,Harvest Oriental SP；亨通光电国际有限公司；Dream’ee (Hong Kong) Open-ended Fund Company – Dream’ee JuneBeast Fund；至源控股有限公司；Haitian Huayuan (Singapore) Pte. Ltd.；裕祥控股集团有限公司；前海合众投资控股有限公司,7,522986496.0,0.3519,6.0,2026-09-09,产业方；长线基金；上市公司关联,工业机械和用品及零部件,港股IPO基石投资者.csv
2718.HK,2718.HK,明略科技-W,郭敏芳；Treasure-stone Investment Group Limited；包莉娜；Huang River Investment；GFH Financial Group B.S.C.；Hundreds Capital；QuantumPharm Limited,7,458909880.0,0.44899999999999995,9.0,2026-08-03,产业方；长线基金；上市公司关联,信息科技咨询与其它服务,港股IPO基石投资者.csv
2720.HK,2720.HK,乐欣户外,地平线创业投资管理有限公司；黄山德钧企业管理有限公司,2,130000000.0,0.3762,12.0,2027-02-10,产业方；长线基金；主权/国资,休闲用品,港股IPO基石投资者.csv
2726.HK,2726.HK,瀚天天成,厦门先进制造业股权投资基金合伙企业(有限合伙),1,774797022.3,0.46799999999999997,18.0,2027-09-30,产业方；长线基金；主权/国资,半导体产品,港股IPO基石投资者.csv
2768.HK,2768.HK,国恩科技,First Seafront Fund Series SPC；SLD International Enterprises Limited；Luminous Horizon Limited；利冠投资有限公司；丞安国际有限公司；新嘉财富证券有限公司；富国资产管理(香港)有限公司；申万宏源证券有限公司,8,319720000.0,0.2956,6.0,2026-08-04,产业方；长线基金；主权/国资；上市公司关联,商品化工,港股IPO基石投资者.csv
2788.HK,2788.HK,创新实业,"HHLR Advisors, Ltd.；中国宏桥集团有限公司；泰康人寿保险有限责任公司；Mercuria Holdings (Singapore) Pte. Ltd.；Glencore International AG；TURQUOISE HIME, L.P.；Investcorp Verdant Holdings Limited；Integrated Core Strategies (Asia) Pte. Ltd.；Jane Street Asia Trading Limited；Brilliant Partners Fund LP及China Core Fund；富国资产管理(香港)有限公司及富国基金管理有限公司；广发基金管理有限公司及广发国际资产管理有限公司；柏骏资本管理(香港)有限公司；中国太保投资管理(香港)有限公司；宝达投资(香港)有限公司；景林资产管理香港有限公司；上海景林资产管理有限公司及CICC Financial Trading Limited；Cephei Capital Management (Hong Kong) Limited",18,2728795020.0,0.496,6.0,2026-05-24,产业方；长线基金；主权/国资；上市公司关联,铝,港股IPO基石投资者.csv
2865.HK,2865.HK,钧达股份,现代直投新能源科技有限公司；珠海市高景新能源投资有限公司,2,493090000.0,0.3482,6.0,2025-11-08,产业方；长线基金；主权/国资,电子元件,港股IPO基石投资者.csv
2889.HK,2889.HK,博泰车联,Horizon Together Holding Ltd.；Huangshan SP；Smart Ventures Limited,3,464790739.6,0.4356,18.0,2027-03-31,长线基金；主权/国资；上市公司关联,信息科技咨询与其它服务,港股IPO基石投资者.csv
2898.HK,2898.HK,盛禾生物-B,南京经开未来科技产业投资合伙企业(有限合伙),1,42200000.0,0.0907,6.0,2024-11-24,产业方；长线基金,制药,港股IPO基石投资者.csv
3200.HK,3200.HK,大族数控,"GIC Private Limited；Schroder Investment Management(Singapore) Ltd及Schroder Investment Management (Hong Kong) Limited；宏兴国际科技有限公司；HHLR Advisors, Ltd.；Morgan Stanley &Co. International plc；西藏源乐晟资产管理有限公司及CICC Financial Trading Limited；工银理财有限责任公司；Wind Sabre Opportunities Fund SP；韦尔半导体香港有限公司；富国基金管理有限公司；富国资产管理(香港)有限公司",11,2415975300.0,0.4996,6.0,2026-08-06,产业方；长线基金；主权/国资；上市公司关联,电子元件,港股IPO基石投资者.csv
3268.HK,3268.HK,美格智能,宝月湖深产投共赢企业管理有限公司；周增昌；Harvest Oriental SP；名幸电子香港有限公司；锐明电子有限公司；开盘财富管理有限公司；中兴有限公司；Jinyi Capital Multi-Strategy Fund SPC Ltd.,8,458518700.0,0.39459999999999995,6.0,2026-09-10,长线基金,通信设备,港股IPO基石投资者.csv
3277.HK,3277.HK,长光辰芯,CPE Peepal Investment Limited；HHLR Advisors Ltd.；UBS Asset Management (Singapore) Ltd.；Perseverance Asset Management International (Singapore) Pte. Ltd.；未来资产证券(香港)有限公司；Arc Avenue Asset Management Pte. Ltd.；Boyu Capital Management (Singapore) Pte. Ltd.；Yield Royal nvestment Holding (Singapore) PTE. LTD.；富国基金管理有限公司；广发基金管理有限公司；华泰资本投资有限公司及上海景林资产管理有限公司；WT资产管理有限公司；3W Fund Management Limited；宁远资本有限公司；工银理财有限责任公司；钟鼎资本八期投资有限公司；景林资产管理香港有限公司；广发国际资产管理有限公司；Voyage42 Master Fund；富国资产管理(香港)有限公司；易方达资产管理(香港)有限公司；Cithara Global Multi-Strategy SPC — Disruptive Innovation Investment Fund SP；华夏基金管理有限公司；盘京港景投资基金；惠理基金管理香港有限公司；China Orient International Asset Management Limited — China Orient Multi- Strategy Master Fund；SCC Foresight Ventures Ltd.；招商证券投资管理(香港)有限公司；易方达基金管理有限公司；惠理基金管理公司,30,1301989000.24,0.49960000000000004,6.0,2026-10-17,产业方；长线基金；主权/国资；上市公司关联,电子元件,港股IPO基石投资者.csv
3288.HK,3288.HK,海天味业,"HHLR Advisors, Ltd.；GIC Private Limited；RBC China Equity Fund以及RBC Asia Pacific ex-Japan Equity Fund及RP - Fonds Institutionnel - Actions marchés émergents；源峰基金管理有限公司；UBS Asset Management (Singapore) Ltd.；Supercluster Universe Limited；HSG Growth VII Holdco, Ltd.；佛山发展有限公司",8,4664800000.0,0.4607,6.0,2025-12-19,产业方；长线基金；主权/国资,包装食品与肉类,港股IPO基石投资者.csv
3296.HK,3296.HK,华勤技术,"JPMorgan Asset Management (Asia Pacific) Limited；Aurora SF；建滔投资有限公司；泰康人寿保险有限责任公司；Cloud Map Holdings Limited；韦尔半导体香港有限公司；3W Global Fund及3W Rivus Fund；上海高毅及CICC Financial Trading Limited；艾唯技术有限公司；光大理财有限责任公司；北京君正集成电路(香港)集团有限公司；New China Asset Management (Hong Kong) Limited；宏兴国际科技有限公司；Ivyrock China Focus Master Fund、IvyRock China Equity Master Fund及ABS Direct Equity Fund LLC, Asia Series 6；UBS Asset Management (Singapore) Ltd.；Green Better Limited；Perseverance Asset Management International (Singapore) Pte. Ltd.；JinYi Capital Multi-Strategy Fund SPC Ltd.",18,2272732770.0,0.4993,6.0,2026-10-23,产业方；长线基金；主权/国资；上市公司关联,互联网服务和基础设施,港股IPO基石投资者.csv
3317.HK,3317.HK,迅策,中视金桥国际传媒控股有限公司；Alphahill基金；富策控股有限公司；Infini Global Master Fund；蔷薇控股(香港)有限公司；Cithara Global Multi-Strategy SPC — Bosideng Industry Investment Fund SP；New Golden Future Limited；Factorial Master Fund；Joy Mobile Network Pte. Ltd.,9,307819300.0,0.2849,6.0,2026-06-30,产业方；长线基金；上市公司关联,互联网服务和基础设施,港股IPO基石投资者.csv
3355.HK,3355.HK,飞速创新,Hao Great China Focus Fund；Great Holding Development Limited；WT Asset Management Limited；Caitong Funds SPC – Strategic Equity Fund III SP；聚鸣最终客户及CICC FT；前瞻资本稳健成长有限合伙基金；SCGC资本控股有限公司；Aether Wave Fund L.P.；广发国际资产管理有限公司；凯丰最终客户及CICC FT；Wider Huge Group Limited,11,704085902.0,0.42290000000000005,6.0,2026-09-23,产业方；长线基金；主权/国资,互联网服务和基础设施,港股IPO基石投资者.csv
3378.HK,3378.HK,翰思艾泰-B,富德资源投资控股集团有限公司；Sage Partners Master Fund；国泰君安证券投资(香港)有限公司及国泰海通证券股份有限公司；TFI Investment Fund SPC；Main Source Capital Limited；YStem Holding Limited；春雷资本有限公司,7,93369600.0,0.15940000000000001,6.0,2026-06-23,产业方；长线基金；上市公司关联,生物科技,港股IPO基石投资者.csv
3636.HK,3636.HK,金浔资源,Glencore International AG；Stoneylake Global Alpha Fund；NR 1 SP；新亚洲富怡资产管理有限公司；华夏基金管理(香港)有限公司；联域集团有限公司；Zhengxin Group Investment Limited；欣旺达财资(香港)有限公司,8,468816000.0,0.42500000000000004,36.0,2029-01-09,产业方；长线基金,铜,港股IPO基石投资者.csv
3677.HK,3677.HK,正力新能,常熟市东南投资控股有限公司；江苏苏州高端装备产业专项母基金(有限合伙)；江苏国有企业混合所有制改革基金(有限合伙),3,621006705.0,0.6179000000000001,6.0,2025-10-14,产业方；长线基金；主权/国资,电子元件,港股IPO基石投资者.csv
3696.HK,3696.HK,英矽智能,"Oaktree Capital Management, L.P.；Schroder Investment Management (Singapore) Ltd；瑞银资产管理(新加坡)有限公司；淡马锡控股(私人)有限公司；Infini Global Master Fund；泰康人寿保险有限责任公司；嘉实国际资产管理有限公司；华夏基金管理有限公司；中国太平洋保险(集团)股份有限公司；Eli Lilly and Company；腾讯控股有限公司；RTW基金；易方达基金管理有限公司；富国基金管理有限公司；富国资产管理(香港)有限公司；Exome Asset GP LLC",16,894838000.0,0.3933,6.0,2026-06-30,产业方；长线基金；主权/国资；上市公司关联,生物科技,港股IPO基石投资者.csv
3750.HK,3750.HK,宁德时代,"科威特投资局；中石化(香港)有限公司；HHLR CF. L.P.；上海高毅及CICC Financial Trading Limited；Zenith Hop International Limited；Pinpoint Asset Management Limited；Abstract Enigma Limited；UBS Asset Management (Singapore) Ltd.；WT Asset Management Limited；Perseverance Asset Management International (Singapore) Pte. Ltd.；CPE Redwood Investment Limited；Oaktree Capital Management, L.P.；MX Bright Charm (BVI) Limited；Mirae投资者；RBC Global Asset Management (Asia) Limited；中国太保投资者；中邮理财有限责任公司；景林资产管理香港有限公司；泰康人寿保险股份有限公司；洛阳科创集团有限公司；LMR Multi-Strategy Master Fund Limited；上海景林及CICC Financial Trading Limited；Lingotto Innovation Master Fund",23,20371099680.0,0.5713,6.0,2025-11-20,产业方；长线基金；主权/国资；上市公司关联,电子元件,港股IPO基石投资者.csv
3858.HK,3858.HK,佳鑫国际资源,中国信达(香港)资产管理有限公司；新加坡鲁银贸易有限公司；广发基金管理有限公司；广发国际资产管理有限公司；Zhengxin Group Investment Limited；富国基金管理有限公司；富国资产管理(香港)有限公司,7,599567000.0,0.5,6.0,2026-02-28,产业方；长线基金；主权/国资；上市公司关联,贵重金属与矿石,港股IPO基石投资者.csv
3880.HK,3880.HK,泰德医药,Welight Capital L.P.；佳曦控股有限公司,2,78495000.0,0.15259999999999999,6.0,2025-12-31,产业方；长线基金；上市公司关联,生物科技,港股IPO基石投资者.csv
3881.HK,3881.HK,希迪智驾,湖南湘江智骋产业投资基金合伙企业(有限合伙)；南宁智驾一号瑞粤股权投资合伙企业(有限合伙)；前海开源群巍QDII单一资产管理计划；工银瑞信资产管理(国际)有限公司；工银瑞信基金管理有限公司,5,546090570.0,0.38410000000000005,6.0,2026-06-19,产业方；长线基金；主权/国资；上市公司关联,应用软件,港股IPO基石投资者.csv
3887.HK,3887.HK,HASHKEY HLDGS,Cithara Global Multi-Strategy SPC — Bosideng Industry Investment Fund SP；UBS Asset Management (Singapore) Ltd.；至源控股有限公司；利通发展有限公司；Infini Global Master Fund；富达基金(香港)有限公司；CDH Global Frontier Ventures Limited；Shining Light Grace Limited；Space Z PTE. LTD.,9,583941552.0,0.3631,6.0,2026-06-17,产业方；长线基金；上市公司关联,交易与支付处理服务,港股IPO基石投资者.csv
3986.HK,3986.HK,兆易创新,华勤通讯香港有限公司；上海景林资产管理有限公司；New Golden Future Limited；Dymon Asia Multi-Strategy Investment Master Fund；New Alternative Limited；CPE Greater China Enterprises Growth Fund及CPE Growth Fund #1；Metazone Link (HK) Limited；奇点资产管理有限公司；华泰资本投资有限公司；Summit Ridge Capital SP；Green Better Limited；大湾区发展基金管理有限公司；天进贸易有限公司；工银理财有限责任公司；新华资产管理(香港)有限公司；泰康人寿保险有限责任公司；3W Fund Management Limited；Wind Sabre Fund SPC,18,2331876600.0,0.49749999999999994,6.0,2026-07-13,产业方；长线基金；上市公司关联,半导体产品,港股IPO基石投资者.csv
6031.HK,6031.HK,三一重工,"淡马锡控股；盈峰基金系列2开放式基金型公司；UBS AM Singapore；HHLR Advisors, Ltd.；LMR Multi-Strategy Master Fund Limited；BlackRock, Inc.；加拿大皇家银行资产管理部门加皇环球资产管理；WT资产管理有限公司；FengHe Asia Fund Ltd.；Jane Street Asia Trading Limited；Qube Master Fund Ltd；基金现由睿远基金(香港)有限公司；景林资产管理香港有限公司；Ghisallo Fund Master Ltd.；Oaktree Capital Management, L.P.；Pinpoint Asset Management Limited；上海高毅及中信证券国际资本管理有限公司；大家人寿保险股份有限公司；潍柴动力(香港)国际发展有限公司；陕西法士特汽车传动集团有限公司；惠理基金管理香港有限公司；Perseverance Asset Management；上海保银及CICC Financial Trading Limited",23,5907388860.0,0.4394,6.0,2026-04-28,产业方；长线基金；主权/国资；上市公司关联,建筑机械和重型运输设备,港股IPO基石投资者.csv
6082.HK,6082.HK,壁仞科技,"3W Fund Management Limited；WT Asset Management Limited；Aspex Master Fund；Hao Capital Management Limited；QM125 Limited；Lion Global Investors Limited；QM120 Limited；中国平安资产管理(香港)有限公司；CICC Financial Trading Limited；Huadeng Technology Peak Fortitude Ventures Ltd；MY Asian Opportunities Master Fund, L.P.；Eastspring Investments (Singapore) Limited；Aspirational China Growth GP Limited；神州数码(香港)有限公司；泰康人寿保险有限责任公司；UBS Asset Management (Singapore) Ltd.；Charoen Pokphand Robot Limited；国泰君安证券投资(香港)有限公司；南方基金管理股份有限公司；亿都开元有限公司；Enhanced Investment Products Limited；Tessy Holding Limited；New Opportunities SPC；富国基金管理有限公司；Fullgoal Asset Management (HK) Limited",25,2899391000.0,0.5191999999999999,6.0,2026-07-02,产业方；长线基金；主权/国资；上市公司关联,电脑硬件、储存设备及电脑周边,港股IPO基石投资者.csv
6090.HK,6090.HK,不同集团,Cithara Global Multi-Strategy SPC – Bosideng Industry Investment Fund SP；Great Praise Investment SPC–Selected AI Fund SP；上海通怡投资管理有限公司及华泰资本投资有限公司,3,116965500.0,0.1497,6.0,2026-03-23,长线基金；上市公司关联,休闲用品,港股IPO基石投资者.csv
6166.HK,6166.HK,剑桥科技,"奇点资产管理有限公司；Brookdale Funds；Cithara Global Multi-Strategy SPC — Bosideng Industry Investment Fund SP；霸菱资产管理(亚洲)有限公司；Aqua Ocean Limited；Schonfeld Global Master Fund L.P.及Schonfeld IR Master Fund Pte. Ltd.；HCEP Master Fund及HCEP Long Only Master Fund；Morgan Stanley & Co. International plc；Alpine Flagship Fund；3W Fund Management Limited；Arc Avenue Asset Management Pte. Ltd.；工银理财有限责任公司；Martis Fund, L.P.；Infini Global Master Fund；Dymon Asia Multi-Strategy Investment Master Fund；泰康人寿保险有限责任公司",16,2256698220.0,0.4891,6.0,2026-04-28,产业方；长线基金；主权/国资,综合电信业务,港股IPO基石投资者.csv
